rank,finalWorthInMillions,companyCategory,personName,age,city,source,countryOfCitizenship,selfMade,inherited,gender,birthDate
1312,2300,Food & Beverage,Clayton Mathile,82,Brookville,Pet food,United States,True,Unknown,M,1941-01-11 00:00:00
1312,2300,Fashion & Retail,Mi Enhua,65,Urumqi,Retail,China,True,No,M,1958-04-01 00:00:00
1312,2300,Food & Beverage,Vadim Moshkovich,55,Moscow,"Agriculture, land",Russia,True,Yes,M,1967-04-06 00:00:00
1312,2300,Food & Beverage,David Murdock,99,Ventura,"Dole, real estate",United States,True,Unknown,M,1923-04-10 00:00:00
1312,2300,Fashion & Retail,David Nahmad,75,New York,Art collection,Monaco,True,Yes,M,1947-04-14 00:00:00
1312,2300,Finance & Investments,Lirio Parisotto,69,Manaus,Investments,Brazil,True,No,M,1953-12-18 00:00:00
1312,2300,Food & Beverage,Augusto Perfetti,0,Lugano,Candy,Italy,False,Yes,M,
1312,2300,Food & Beverage,Giorgio Perfetti,0,Lugano,Candy,Italy,False,Yes,M,
1312,2300,Fashion & Retail,Alberto Prada,69,Milan,Luxury goods,Italy,False,Yes,M,1954-02-21 00:00:00
1312,2300,Fashion & Retail,Marina Prada,77,Milan,Luxury goods,Italy,False,Yes,F,1945-07-14 00:00:00
1312,2300,Diversified,Filiz Sahenk,56,Istanbul,Diversified,Turkey,False,Yes,F,1967-02-14 00:00:00
1312,2300,Food & Beverage,Richard Sands,72,Delray Beach,Liquor,United States,False,Yes,M,1951-03-03 00:00:00
1312,2300,Finance & Investments,Stephan Schmidheiny,75,Hurden,Investments,Switzerland,False,Unknown,M,1947-10-29 00:00:00
1312,2300,Healthcare,Alberto Siccardi & family,78,Lugano,Medical devices,Switzerland,False,No,M,1944-05-01 00:00:00
1312,2300,Real Estate,Stefan Soloviev,47,Delray Beach,"Real estate, grains",United States,False,Unknown,M,1975-05-21 00:00:00
1312,2300,Fashion & Retail,Tang Yiu,89,Hong Kong,Fashion retail,Hong Kong,True,No,M,1934-04-01 00:00:00
1312,2300,Technology,Tian Ming,69,Hefei,Measuring instruments,China,True,Yes,M,1953-12-20 00:00:00
1312,2300,Finance & Investments,T.Y. Tsai,70,Taipei,Finance,Taiwan,False,No,M,1953-01-01 00:00:00
1312,2300,Technology,Jayshree Ullal,62,Saratoga,Computer networking,United States,True,Yes,F,1961-03-27 00:00:00
1312,2300,Finance & Investments,Georg von Opel,56,London,"Real estate, investments",Switzerland,False,Yes,M,1966-05-04 00:00:00
1312,2300,Real Estate,Lang Walker,77,Sydney,Real estate,Australia,True,Yes,M,1945-07-05 00:00:00
1312,2300,Manufacturing,Xicheng Wang & family,74,Zhaoyuan,Tires,China,True,No,M,1948-11-01 00:00:00
1312,2300,Real Estate,Wang Zhenhua,61,Shanghai,Real estate,China,True,No,M,1962-03-01 00:00:00
1312,2300,Food & Beverage,Paul-Heinz Wesjohann & family,79,Rechterfeld,Chicken processing,Germany,True,No,M,1943-05-25 00:00:00
1312,2300,Fashion & Retail,Xie Bingkun & family,56,Fuzhou,Pearlescent pigments,China,True,Yes,M,1966-08-25 00:00:00
1312,2300,Manufacturing,Xu Shugen,57,Hangzhou,"Construction, mining machinery",China,True,Yes,M,1965-06-12 00:00:00
1312,2300,Healthcare,Christoph Zeller,65,Vaduz,Dental materials,Liechtenstein,False,Unknown,M,1957-05-04 00:00:00
1312,2300,Manufacturing,Zhang Jingzhang & family,87,Ningbo,Precision machinery,China,True,Yes,M,1936-01-01 00:00:00
1368,2200,Real Estate,George Argyros & family,86,Newport Beach,"Real estate, investments",United States,True,No,M,1937-02-04 00:00:00
1368,2200,Finance & Investments,Brian Armstrong,40,San Francisco,Cryptocurrency,United States,True,No,M,1983-01-25 00:00:00
1368,2200,Energy,Albert Avdolyan,52,Moscow,"Oil, mining",Russia,True,Unknown,M,1970-11-08 00:00:00
1368,2200,Diversified,Sezai Bacaksiz,73,Ankara,Diversified,Turkey,True,Yes,M,1949-07-27 00:00:00
1368,2200,Technology,Aneel Bhusri,57,San Francisco,Business software,United States,True,No,M,1966-02-04 00:00:00
1368,2200,Fashion & Retail,Brett Blundy,63,Paradise Island,"Retail, agribusiness",Australia,True,Unknown,M,1960-01-17 00:00:00
1368,2200,Finance & Investments,J. Hyatt Brown,85,Ormond Beach,Insurance,United States,False,No,M,1937-07-12 00:00:00
1368,2200,Finance & Investments,Chen Jinxia,55,Shanghai,Investments,China,False,No,F,1968-03-28 00:00:00
1368,2200,Healthcare,Chen Xueli,71,Weihai,Pharmaceuticals,China,True,Yes,M,1951-10-01 00:00:00
1368,2200,Finance & Investments,Dermot Desmond,72,Dublin,Finance,Ireland,True,Yes,M,1950-07-01 00:00:00
1368,2200,Healthcare,Dong Wei,52,Lianyungang,Pharmaceuticals,China,True,No,M,1971-01-01 00:00:00
1368,2200,Fashion & Retail,Tom Ford,61,Los Angeles,Fashion,United States,True,Unknown,M,1961-08-27 00:00:00
1368,2200,Food & Beverage,Fu Guangming & family,69,Nanping,Poultry,China,True,Yes,M,1953-10-02 00:00:00
1368,2200,Finance & Investments,Noam Gottesman,61,New York,Hedge funds,United States,True,No,M,1961-05-24 00:00:00
1368,2200,Finance & Investments,Jeffrey Gundlach,64,Los Angeles,Investments,United States,True,Unknown,M,1959-01-01 00:00:00
1368,2200,Healthcare,Hao Hong,67,Tianjin,Pharmaceuticals,United States,True,No,M,1956-01-01 00:00:00
1368,2200,Automotive,Shmuel Harlap,78,Tel Aviv,Automotive,Israel,False,Yes,M,1944-11-13 00:00:00
1368,2200,Technology,Hans-Werner Hector,83,Weinheim,SAP,Germany,True,No,M,1940-01-17 00:00:00
1368,2200,Healthcare,Lutz Mario Helmig & family,76,Grebenhain,Hospitals,Germany,True,Yes,M,1946-08-29 00:00:00
1368,2200,Real Estate,Chulong Huang,64,Shenzhen,Real estate,Canada,True,No,M,1959-01-01 00:00:00
1368,2200,Finance & Investments,Thomas James,80,Saint Petersburg,Finance,United States,False,Yes,M,1942-05-10 00:00:00
1368,2200,Fashion & Retail,James Jannard,73,San Juan Islands,Sunglasses,United States,True,No,M,1949-06-08 00:00:00
1368,2200,Automotive,Willis Johnson,75,Franklin,Damaged cars,United States,True,Yes,M,1947-05-26 00:00:00
1368,2200,Fashion & Retail,Lai Shixian,48,Quanzhou,Sports apparel,China,True,Yes,M,1975-01-01 00:00:00
1368,2200,Finance & Investments,Chris Larsen,62,San Francisco,Cryptocurrency,United States,True,No,M,1960-06-15 00:00:00
1368,2200,Fashion & Retail,Solomon Lew,78,Melbourne,Retail,Australia,True,No,M,1945-03-22 00:00:00
1368,2200,Diversified,Liang Xinjun,54,Singapore,Conglomerate,Singapore,True,Unknown,M,1968-10-01 00:00:00
1368,2200,Diversified,Harald Link,68,Bangkok,Diversified,Thailand,False,Yes,M,1955-01-12 00:00:00
1368,2200,Technology,Max Lytvyn,43,San Francisco,Software,Canada,True,No,M,1980-01-01 00:00:00
1368,2200,Energy,Igor Makarov,60,Miami,Investments,Cyprus,True,Yes,M,1962-04-15 00:00:00
1368,2200,Finance & Investments,Howard Marks,76,New York,Private equity,United States,True,Unknown,M,1946-04-23 00:00:00
1368,2200,Finance & Investments,Charles Munger,99,Los Angeles,Berkshire Hathaway,United States,True,No,M,1924-01-01 00:00:00
1368,2200,Real Estate,Adam Neumann,44,Miami,WeWork,Israel,True,Yes,M,1979-04-01 00:00:00
1368,2200,Diversified,Thi Phuong Thao Nguyen,52,Ho Chi Minh City,Airlines,Vietnam,True,No,F,1970-06-07 00:00:00
1368,2200,Food & Beverage,Ni Yongpei & family,71,Liuan,Beverages,China,True,No,M,1952-01-23 00:00:00
1368,2200,Manufacturing,Heloise Pratt,60,Melbourne,"Manufacturing, investment",Australia,False,No,F,1962-09-13 00:00:00
1368,2200,Technology,Qi Xiangdong,52,Beijing,Software,China,True,Yes,M,1970-10-01 00:00:00
1368,2200,Technology,Phillip T. (Terry) Ragon,73,Boston,Health IT,United States,True,Yes,M,1949-06-01 00:00:00
1368,2200,Healthcare,Prathap Reddy,91,Chennai,Healthcare,India,True,No,M,1932-02-05 00:00:00
1368,2200,Sports,Jerry Reinsdorf,87,Chicago,Sports teams,United States,True,Yes,M,1936-02-25 00:00:00
1368,2200,Technology,Chad Richison,52,Edmond,Payroll processing,United States,True,No,M,1970-10-10 00:00:00
1368,2200,Fashion & Retail,"Karl Scheufele, III. & family",84,Geneva,Jewelry,Switzerland,True,Yes,M,1939-01-01 00:00:00
1368,2200,Healthcare,Alice Schwartz,96,El Cerrito,Biotech,United States,True,Yes,F,1926-07-02 00:00:00
1368,2200,Technology,Alex Shevchenko,43,,Software,Canada,True,No,M,1980-01-01 00:00:00
1368,2200,Technology,Kavitark Ram Shriram,66,Menlo Park,"Venture capital, Google",United States,True,No,M,1957-01-21 00:00:00
1368,2200,Real Estate,Jeffrey Soffer,55,Aventura,Real estate,United States,False,Unknown,M,1967-12-13 00:00:00
1368,2200,Technology,William Stone,67,East Lyme,Software,United States,True,No,M,1955-04-09 00:00:00
1368,2200,Finance & Investments,Henry Swieca,65,New York,Hedge funds,United States,True,Yes,M,1957-05-09 00:00:00
1368,2200,Diversified,Harley Sy,63,Manila,Diversified,Philippines,False,No,M,1959-06-01 00:00:00
1368,2200,Diversified,Teresita Sy-Coson,72,Manila,Diversified,Philippines,False,No,F,1950-10-01 00:00:00
1368,2200,Real Estate,Katsumi Tada,77,Tokyo,Real estate,Japan,True,No,M,1945-07-12 00:00:00
1368,2200,Manufacturing,Tang Jinkui & family,67,Suzhou,"Textiles, petrochemicals",China,True,No,M,1955-09-19 00:00:00
1368,2200,Technology,Tang Xiao'ou,55,Shanghai,Software,Hong Kong,True,No,M,1968-01-01 00:00:00
1368,2200,Fashion & Retail,Lottie Tham & family,73,Stockholm,H&M,Sweden,False,No,F,1949-04-18 00:00:00
1368,2200,Healthcare,Shamsheer Vayalil,46,Abu Dhabi,Healthcare,India,False,Unknown,M,1977-01-11 00:00:00
1368,2200,Technology,Radha Vembu,50,Chennai,Business software,India,False,Yes,F,1972-12-24 00:00:00
1368,2200,Fashion & Retail,Wang Wenmo,66,Quanzhou,Sports apparel,China,True,Yes,M,1957-01-01 00:00:00
1368,2200,Service,Wang Zhenghua,78,Shanghai,Budget airline,China,True,Yes,M,1944-04-25 00:00:00
1368,2200,Food & Beverage,David Wertheim,65,,Coca-Cola Israel,Israel,False,No,M,1958-01-01 00:00:00
1368,2200,Energy,Kai Wu,55,Ningde,Batteries,China,True,No,M,1968-01-01 00:00:00
1368,2200,Food & Beverage,Xu Yingzhuo,55,Guangzhou,Agribusiness,China,True,No,M,1968-01-01 00:00:00
1368,2200,Manufacturing,Yeung Kin-man,59,Hong Kong,Electronics,Hong Kong,True,No,M,1964-04-01 00:00:00
1368,2200,Logistics,Huijiao Yu,57,Shanghai,Package delivery,China,True,No,M,1966-04-01 00:00:00
1368,2200,Finance & Investments,Oren Zeev,58,Los Altos,Investments,Israel,True,No,M,1964-09-23 00:00:00
1368,2200,Manufacturing,Clayton Zekelman,54,Windsor,Steel,Canada,False,Yes,M,1969-01-01 00:00:00
1368,2200,Energy,Zhao Fenggang,57,Ningde,Batteries,China,True,No,M,1966-01-01 00:00:00
1434,2100,Metals & Mining,Alex Beard,55,London,"Mining, commodities",United Kingdom,True,No,M,1967-08-03 00:00:00
1434,2100,Food & Beverage,Travis Boersma,52,Grants Pass,Coffee,United States,True,No,M,1971-01-01 00:00:00
1434,2100,Construction & Engineering,Martin Bouygues,0,Paris,"Construction, media",France,False,Yes,M,
1434,2100,Construction & Engineering,Olivier Bouygues,72,,"Construction, media",France,False,Yes,M,1950-09-14 00:00:00
1434,2100,Gambling & Casinos,William Boyd & family,91,Las Vegas,"Casinos, banking",United States,True,No,M,1931-11-04 00:00:00
1434,2100,Food & Beverage,Anand Burman,70,Delhi,Consumer goods,India,False,No,M,1952-05-05 00:00:00
1434,2100,Manufacturing,Cao Ji,71,Hangzhou,Manufacturing,China,True,No,M,1952-01-01 00:00:00
1434,2100,Technology,Bruce Cheng,86,Taipei,Electronics,Taiwan,True,Unknown,M,1936-11-03 00:00:00
1434,2100,Technology,Chi Yufeng,52,Beijing,Software,China,False,Yes,M,1971-01-01 00:00:00
1434,2100,Energy,Daniel Chiu,62,Hong Kong,Oil & gas,Hong Kong,True,Yes,M,1960-11-30 00:00:00
1434,2100,Healthcare,Beda Diethelm,82,Zurich,Hearing aids,Switzerland,True,No,M,1941-01-01 00:00:00
1434,2100,Fashion & Retail,Domenico Dolce,64,Milan,Luxury goods,Italy,True,Yes,M,1958-08-13 00:00:00
1434,2100,Technology,Ralph Dommermuth,59,Montabaur,Internet service provider,Germany,True,No,M,1963-11-19 00:00:00
1434,2100,Diversified,Georgi Domuschiev,50,London,"Animal health, investments",Bulgaria,True,Yes,M,1972-08-06 00:00:00
1434,2100,Diversified,Kiril Domuschiev,53,London,"Animal health, investments",Bulgaria,True,Yes,M,1969-04-18 00:00:00
1434,2100,Real Estate,Bob Ell,78,Surfers Paradise,Real estate,Australia,True,Unknown,M,1944-12-22 00:00:00
1434,2100,Energy,Paul Foster,65,El Paso,Oil refining,United States,True,Yes,M,1957-10-08 00:00:00
1434,2100,Fashion & Retail,Stefano Gabbana,60,Milan,Luxury goods,Italy,True,Yes,M,1962-11-14 00:00:00
1434,2100,Manufacturing,Xingjiang Gao,59,Huzhou,Steel,China,True,No,M,1963-11-01 00:00:00
1434,2100,Energy,Gordon Getty,89,San Francisco,Getty Oil,United States,False,Unknown,M,1933-12-20 00:00:00
1434,2100,Energy,Kamal Ghaffarian,64,Naples,"Space, energy",United States,True,Unknown,M,1958-04-28 00:00:00
1434,2100,Healthcare,Dennis Gillings,78,Durham,Clinical trials,United Kingdom,True,Unknown,M,1944-04-25 00:00:00
1434,2100,Diversified,Harsh Goenka,65,Mumbai,Diversified,India,False,Unknown,M,1957-12-10 00:00:00
1434,2100,Diversified,Sanjiv Goenka,62,Kolkata,Diversified,India,False,No,M,1961-01-29 00:00:00
1434,2100,Real Estate,Jane Goldman,67,New York,Real estate,United States,False,No,F,1955-07-29 00:00:00
1434,2100,Fashion & Retail,Stein Erik Hagen,66,Oslo,Consumer goods,Norway,True,No,M,1956-07-22 00:00:00
1434,2100,Real Estate,Bahaa Hariri,56,Geneva,"Real estate, investments",Lebanon,False,Unknown,M,1966-04-26 00:00:00
1434,2100,Fashion & Retail,Hortensia Herrero,72,Valencia,Supermarkets,Spain,False,No,F,1950-05-20 00:00:00
1434,2100,Diversified,Douglas Hsu,80,Taipei,Diversified,Taiwan,False,No,M,1942-08-24 00:00:00
1434,2100,Manufacturing,Huang Min,49,Suzhou,Machinery,China,True,Yes,M,1973-07-01 00:00:00
1434,2100,Technology,Jared Isaacman,40,Easton,Payment processing,United States,True,Yes,M,1983-02-11 00:00:00
1434,2100,Technology,Eugene Kaspersky,57,Moscow,Software,Russia,True,Yes,M,1965-10-04 00:00:00
1434,2100,Fashion & Retail,Artem Khachatryan,48,Limassol,Retail,Russia,True,Unknown,M,1975-01-03 00:00:00
1434,2100,Food & Beverage,Andrei Krivenko,47,Moscow,Retail,Russia,True,Unknown,M,1975-07-25 00:00:00
1434,2100,Real Estate,Thomas Kwok,71,Hong Kong,Real estate,Hong Kong,False,Yes,M,1951-10-06 00:00:00
1434,2100,Manufacturing,Lam Wai-ying,0,Hong Kong,Smartphone screens,Hong Kong,True,No,F,
1434,2100,Finance & Investments,Marc Lasry,62,New York,Hedge funds,United States,True,Yes,M,1960-09-23 00:00:00
1434,2100,Finance & Investments,Christian Latouche & family,82,Lyon,Accounting services,France,True,No,M,1940-07-18 00:00:00
1434,2100,Sports,Theodore Leonsis,67,Bethesda,Sports teams,United States,True,Yes,M,1956-01-08 00:00:00
1434,2100,Real Estate,Lin Chang Su-O,82,Taipei,Real estate,Taiwan,False,No,F,1940-08-01 04:00:00
1434,2100,Manufacturing,Liu Chengyu & family,60,Shenzhen,Power supply equipment,China,True,Yes,M,1962-07-26 00:00:00
1434,2100,Fashion & Retail,Sergey Lomakin,49,Paphos,Retail,Russia,True,Unknown,M,1973-05-23 00:00:00
1434,2100,Food & Beverage,Daniel Lubetzky,54,New York,Snack bars,United States,True,No,M,1968-09-28 00:00:00
1434,2100,Technology,Melissa Ma,0,Beijing,Internet search,China,True,Yes,F,
1434,2100,Diversified,Anand Mahindra,67,Mumbai,Diversified,India,False,Yes,M,1955-05-01 00:00:00
1434,2100,Fashion & Retail,Rafique Malik,72,Mumbai,Footwear,India,False,Yes,M,1950-10-31 00:00:00
1434,2100,Diversified,Katarina Martinson,41,Stockholm,Investments,Sweden,False,Yes,F,1981-05-04 00:00:00
1434,2100,Healthcare,Kiran Mazumdar-Shaw,70,Bangalore,Biopharmaceuticals,India,True,No,F,1953-03-23 00:00:00
1434,2100,Automotive,Nirmal Minda,65,Gurgaon,Auto parts,India,False,No,M,1957-11-07 00:00:00
1434,2100,Technology,Mu Rongjun,43,Beijing,E-commerce,China,True,No,M,1980-01-01 00:00:00
1434,2100,Manufacturing,Eugene Murtagh,80,Kingscourt,Building materials,Ireland,True,No,M,1942-06-23 00:00:00
1434,2100,Finance & Investments,Alexander Nesis,60,Moscow,"Metals, banking, fertilizers",Russia,True,Yes,M,1962-12-19 00:00:00
1434,2100,Manufacturing,Zugen Ni,66,Suzhou,Appliances,China,True,Yes,M,1957-01-18 00:00:00
1434,2100,Construction & Engineering,Florentino Perez,76,Madrid,Construction,Spain,True,Yes,M,1947-03-08 00:00:00
1434,2100,Metals & Mining,Victor Pinchuk,62,Kiev,"Steel pipes, diversified",Ukraine,True,Yes,M,1960-12-14 00:00:00
1434,2100,Technology,Leonid Radvinsky,40,,E-commerce,United States,True,Yes,M,1982-05-30 00:00:00
1434,2100,Technology,Raveendran Byju,41,Bangalore,Education technology,India,True,No,M,1981-07-06 00:00:00
1434,2100,Construction & Engineering,P.P. Reddy,65,Hyderabad,Infrastructure,India,True,Yes,M,1957-08-30 00:00:00
1434,2100,Fashion & Retail,Richard Saghian,41,Los Angeles,Fast fashion,United States,True,Yes,M,1981-08-06 00:00:00
1434,2100,Healthcare,Shi Yifeng,49,Beijing,Medical cosmetics,China,True,Yes,M,1974-01-01 00:00:00
1434,2100,Finance & Investments,Thaksin Shinawatra,73,Dubai,Investments,Thailand,True,Yes,M,1949-07-26 00:00:00
1434,2100,Food & Beverage,Shu Ping,53,Singapore,Restaurants,Singapore,True,Yes,F,
1434,2100,Healthcare,Timothy Springer,75,Chestnut Hill,Biotech,United States,True,Unknown,M,1948-02-23 00:00:00
1434,2100,Automotive,Venu Srinivasan,70,Chennai,Two-wheelers,India,False,Yes,M,1952-12-11 00:00:00
1434,2100,Fashion & Retail,Edward Stack,68,Sewickley,Dick's Sporting Goods,United States,True,Yes,M,1954-12-27 00:00:00
1434,2100,Food & Beverage,Sun Mengquan & family,73,Yantai,Edible oil,China,True,No,M,1950-03-01 00:00:00
1434,2100,Finance & Investments,Alexander Svetakov,55,Moscow,Real estate,Russia,True,No,M,1968-02-15 00:00:00
1434,2100,Fashion & Retail,Torsten Toeller,56,Krefeld,Pet food,Germany,True,No,M,1966-04-06 00:00:00
1434,2100,Food & Beverage,Barbara Tyson,74,Fayetteville,Food processing,United States,False,Unknown,F,1949-03-06 00:00:00
1434,2100,Food & Beverage,Hamdi Ulukaya,50,Norwich,Greek yogurt,Turkey,True,No,M,1972-10-26 00:00:00
1434,2100,Construction & Engineering,Wang Linpeng,54,Beijing,Furniture retailing,China,True,No,M,1968-05-01 00:00:00
1434,2100,Food & Beverage,Wei Ing-Chou,69,Tianjin,"Food, beverages",Taiwan,True,Yes,M,1953-07-01 00:00:00
1434,2100,Food & Beverage,Wei Yin-Chun,66,Taipei,"Food, beverages",Taiwan,True,Yes,M,1957-03-08 00:00:00
1434,2100,Food & Beverage,Wei Yin-Heng,64,Shanghai,"Food, beverages",Taiwan,True,Yes,M,1959-01-01 00:00:00
1434,2100,Food & Beverage,Wei Ying-Chiao,68,Taipei,"Food, beverages",Taiwan,True,Yes,M,1955-02-04 00:00:00
1434,2100,Gambling & Casinos,Elaine Wynn,80,Las Vegas,"Casinos, hotels",United States,True,Yes,F,1942-04-28 00:00:00
1434,2100,Automotive,Xu Xudong & family,53,Ningbo,Auto parts,China,True,Yes,M,1970-03-01 00:00:00
1434,2100,Fashion & Retail,Michael Ying,73,Hong Kong,Retail,Hong Kong,True,Yes,M,1949-12-01 00:00:00
1434,2100,Manufacturing,Yu Qibing & family,57,Ningbo,Glass,China,True,No,M,1965-11-01 00:00:00
1434,2100,Manufacturing,Yuan Fugen & family,72,Suzhou,Metal processing,China,True,Yes,M,1950-11-15 00:00:00
1434,2100,Manufacturing,Zhang Ning & family,49,Shanghai,Chemicals,Canada,True,No,F,1974-04-01 00:00:00
1434,2100,Healthcare,Zhao Tao,57,Xi'an,Pharmaceuticals,Singapore,False,No,M,1966-01-01 00:00:00
1516,2000,Construction & Engineering,Anu Aga,80,Pune,Engineering,India,False,Yes,F,1942-08-01 00:00:00
1516,2000,Fashion & Retail,Mohamed Al Fayed,94,London,"Retail, investments",Egypt,True,No,M,1929-01-27 00:00:00
1516,2000,Technology,Andrey Andreev,49,London,Online dating,United Kingdom,True,Unknown,M,1974-02-03 00:00:00
1516,2000,Finance & Investments,Michael Ashcroft,77,Turks and Caicos Islands,Security,United Kingdom,True,No,M,1946-01-01 00:00:00
1516,2000,Technology,Pavel Baudis,62,Prague,Software,Czech Republic,True,No,M,1960-05-15 00:00:00
1516,2000,Healthcare,Wilhelm Beier & family,66,,Pharmaceuticals,Germany,True,No,M,1956-04-21 00:00:00
1516,2000,Manufacturing,Cao Jianwei,44,Shangyu,Semiconductors,China,True,Unknown,M,1978-05-30 00:00:00
1516,2000,Manufacturing,Huwen Chen,52,Shanghai,Stationery,China,True,No,M,1970-07-01 00:00:00
1516,2000,Diversified,Phongthep Chiaravanont,71,Bangkok,Diversified,Thailand,False,Yes,M,1952-01-01 00:00:00
1516,2000,Diversified,Dou Zhenggang,69,Hangzhou,"Energy, chemicals",China,True,No,M,1953-05-21 00:00:00
1516,2000,Food & Beverage,Maria Franca Fissolo,88,Monaco,"Nutella, chocolates",Italy,False,Unknown,F,1935-01-01 00:00:00
1516,2000,Diversified,William Franke,85,Houston,Low-cost airlines,United States,True,No,M,1937-04-15 00:00:00
1516,2000,Healthcare,Mario Germano Giuliani,51,Monaco,Pharmaceuticals,Switzerland,False,No,M,1972-02-26 00:00:00
1516,2000,Real Estate,Amy Goldman Fowler,68,Rhinebeck,Real estate,United States,False,No,F,1954-04-19 00:00:00
1516,2000,Metals & Mining,John Hancock,47,London,Mining,Australia,False,No,M,1976-01-02 00:00:00
1516,2000,Technology,Hu Yangzhong,58,Hangzhou,Technology,China,True,No,M,1965-03-06 00:00:00
1516,2000,Manufacturing,Huang Dawen,62,Hong Kong,Silicon,Hong Kong,True,No,M,1960-11-01 00:00:00
1516,2000,Media & Entertainment,Huang Qiaoling,64,Hangzhou,Amusement parks,China,True,Yes,M,1958-11-15 00:00:00
1516,2000,Finance & Investments,Rajiv Jain,55,Fort Lauderdale,Finance,United States,True,Unknown,M,1968-01-27 00:00:00
1516,2000,Sports,Michael Jordan,60,Jupiter,"Charlotte Hornets, endorsements",United States,True,Yes,M,1963-02-17 00:00:00
1516,2000,Real Estate,Diane Kemper,77,New York,Real estate,United States,False,No,F,1945-07-21 00:00:00
1516,2000,Technology,Shlomo Kramer,57,Tel Aviv,"Software, investments",Israel,True,No,M,1966-03-14 00:00:00
1516,2000,Healthcare,Heikki Kyostila,77,Helsinki,Dental products,Finland,True,Yes,M,1946-01-19 00:00:00
1516,2000,Technology,Martin Lau,50,Hong Kong,E-commerce,Hong Kong,True,No,M,1973-04-01 00:00:00
1516,2000,Technology,Li Min,57,Fuzhou,Semiconductor,China,True,No,M,1965-12-26 00:00:00
1516,2000,Technology,Liang Rubo,40,Beijing,TikTok,China,True,No,M,1983-01-01 00:00:00
1516,2000,Manufacturing,Liang Zhaoxian,58,Foshan,Appliances,China,False,No,M,1965-01-01 00:00:00
1516,2000,Energy,Lin Fanlian,61,Linyi,"Energy, real estate",China,True,No,M,1961-06-01 00:00:00
1516,2000,Manufacturing,Aloke Lohia,64,Bangkok,Petrochemicals,India,False,No,M,1958-11-27 00:00:00
1516,2000,Real Estate,Bill Malhotra,73,Ottawa,Real estate,Canada,True,Yes,M,1949-09-08 00:00:00
1516,2000,Finance & Investments,Alexander Mamut,63,Tel Aviv,Investments,Russia,True,No,M,1960-01-29 00:00:00
1516,2000,Telecom,Craig McCaw,73,Hunts Point,Telecom,United States,False,No,M,1949-08-11 00:00:00
1516,2000,Manufacturing,Cunhui Nan,59,Wenzhou,Power equipment,China,True,No,M,1963-07-09 00:00:00
1516,2000,Service,Tengyun Nie & family,47,Shanghai,Logistics,China,True,No,M,1976-01-24 00:00:00
1516,2000,Finance & Investments,Oei Hong Leong,75,Singapore,Investments,Singapore,False,Yes,M,1948-03-21 00:00:00
1516,2000,Metals & Mining,Clive Palmer,69,Brisbane,Mining,Australia,True,No,M,1954-03-26 00:00:00
1516,2000,Technology,Matthew Prince,48,Park City,Cybersecurity,United States,True,No,M,1975-01-01 00:00:00
1516,2000,Service,Linda Pritzker,69,Missoula,"Hotels, investments",United States,False,Unknown,F,1953-09-14 00:00:00
1516,2000,Construction & Engineering,P.V. Krishna Reddy,53,Hyderabad,Infrastructure,India,True,Yes,M,1969-06-30 00:00:00
1516,2000,Metals & Mining,Bianca Rinehart,46,Brisbane,Mining,Australia,False,No,F,1977-03-19 00:00:00
1516,2000,Metals & Mining,Ginia Rinehart,36,Sydney,Mining,Australia,False,No,F,1986-09-06 00:00:00
1516,2000,Finance & Investments,T. Denny Sanford,87,Sioux Falls,"Banking, credit cards",United States,True,No,M,1935-12-23 00:00:00
1516,2000,Manufacturing,Bhadresh Shah,71,Ahmedabad,Engineering,India,True,Yes,M,1951-10-07 00:00:00
1516,2000,Media & Entertainment,Zygmunt Solorz-Zak,66,Warsaw,TV broadcasting,Poland,True,No,M,1956-08-04 00:00:00
1516,2000,Manufacturing,Michal Strnad,30,,Defense Contracting,Czech Republic,False,Unknown,M,1992-08-04 00:00:00
1516,2000,Fashion & Retail,Sylvia Stroeher,67,Darmstadt,Cosmetics,Germany,False,Unknown,F,1955-05-30 00:00:00
1516,2000,Technology,Otto Toto Sugiri,69,Jakarta,Data centers,Indonesia,True,No,M,1953-09-23 00:00:00
1516,2000,Sports,Larry Tanenbaum,77,Toronto,Sports,Canada,True,Unknown,M,1945-07-01 00:00:00
1516,2000,Finance & Investments,Wichai Thongtang,76,Bangkok,Investments,Thailand,True,Unknown,M,1947-01-01 00:00:00
1516,2000,Finance & Investments,Ion Tiriac,83,Bucharest,"Banking, insurance",Romania,True,Yes,M,1939-05-09 00:00:00
1516,2000,Metals & Mining,Hope Welker,37,New York,Mining,Australia,False,No,F,1985-08-13 00:00:00
1516,2000,Manufacturing,William Young,82,Ypsilanti,Plastics,United States,True,No,M,1941-01-01 00:00:00
1516,2000,Fashion & Retail,Ales Zavoral,46,,E-commerce,Czech Republic,True,Unknown,M,1976-10-24 00:00:00
1516,2000,Technology,Zhang Fan,57,Shenzhen,Touch screens,China,True,No,M,1965-12-29 00:00:00
1516,2000,Technology,Shilong Zhang & family,57,Beijing,Semiconductor,China,True,No,M,1966-01-01 00:00:00
1516,2000,Manufacturing,Zhang Wanzhen,73,Chaozhou,Electronics components,China,True,No,M,1949-12-01 00:00:00
1516,2000,Technology,Hongfei Zhao,48,Beijing,Software,China,True,No,M,1974-06-01 00:00:00
1516,2000,Energy,Zhou Jian,46,Shenzhen,Solar energy equipment,China,True,No,M,1976-07-01 00:00:00
