rank,finalWorthInMillions,companyCategory,personName,age,city,source,countryOfCitizenship,selfMade,inherited,gender,birthDate
1217,2500,Fashion & Retail,Ye Guofu,45.0,Guangzhou,Retail,China,True,Unknown,M,1978-01-01 00:00:00
1272,2400,Technology,Brian Acton,51.0,Palo Alto,WhatsApp,United States,True,No,M,1972-02-17 00:00:00
1272,2400,Automotive,Abdulla Al Futtaim & family,83.0,Dubai,"Auto dealers, investments",United Arab Emirates,False,No,M,1940-01-01 00:00:00
1272,2400,Energy,Edward Bass,77.0,Fort Worth,"Oil, investments",United States,False,Unknown,M,1945-09-10 00:00:00
1272,2400,Media & Entertainment,Koos Bekker,70.0,Cape Town,"Media, investments",South Africa,True,Yes,M,1952-12-14 00:00:00
1272,2400,Healthcare,Otto Philipp Braun,45.0,Melsungen,Medical technology,Germany,False,No,M,1978-01-01 00:00:00
1272,2400,Fashion & Retail,Chen Tei-fu,74.0,Los Angeles,Herbal products,Taiwan,True,No,M,1948-04-19 00:00:00
1272,2400,Fashion & Retail,Abilio dos Santos Diniz,86.0,Sao Paulo,Retail,Brazil,False,No,M,1936-12-28 00:00:00
1272,2400,Finance & Investments,Marcel Erni,58.0,Zug,Private equity,Switzerland,True,No,M,1965-01-01 00:00:00
1272,2400,Fashion & Retail,Doris Fisher,91.0,San Francisco,Gap,United States,True,No,F,1931-08-23 00:00:00
1272,2400,Finance & Investments,Gerald Ford,78.0,Dallas,Banking,United States,True,No,M,1944-08-04 00:00:00
1272,2400,Healthcare,Bernard Fraisse & family,66.0,Paris,Pharmaceuticals,France,True,Unknown,M,1956-08-10 00:00:00
1272,2400,Finance & Investments,Alfred Gantner,55.0,Zug,Private equity,Switzerland,True,No,M,1968-04-01 00:00:00
1272,2400,Gambling & Casinos,Paul Gauselmann & family,88.0,Espelkamp,Gambling,Germany,True,No,M,1934-08-26 00:00:00
1272,2400,Real Estate,Mitchell Goldhar,61.0,North York,Real estate,Canada,True,No,M,1961-07-15 00:00:00
1272,2400,Finance & Investments,Peter Hargreaves,76.0,Bristol,Financial services,United Kingdom,True,No,M,1946-10-05 00:00:00
1272,2400,Healthcare,Xuande Hua & family,79.0,Taizhou,Pharmaceuticals,China,True,No,M,1943-10-30 00:00:00
1272,2400,Diversified,Kwek Leng Kee,68.0,Singapore,Diversified,Singapore,False,Yes,M,1955-01-01 00:00:00
1272,2400,Manufacturing,Catherine Lozick,77.0,Fort Lauderdale,Valve manufacturing,United States,False,Yes,F,1945-05-01 00:00:00
1272,2400,Media & Entertainment,Kalanithi Maran,57.0,Chennai,Media,India,True,Unknown,M,1965-07-26 00:00:00
1272,2400,Finance & Investments,Jed McCaleb,48.0,Berkeley,Cryptocurrency,United States,True,No,M,1975-01-01 00:00:00
1272,2400,Manufacturing,Fatih Ozmen,65.0,Reno,Aerospace,United States,True,No,M,1958-02-02 00:00:00
1272,2400,Food & Beverage,Pan Laican,,foshan,Soy sauce,China,True,No,M,
1272,2400,Metals & Mining,Tor Peterson,58.0,Zug,Commodities,United States,True,No,M,1964-08-07 00:00:00
1272,2400,Finance & Investments,Daniel Pritzker,63.0,Marin County,"Hotels, investments",United States,False,No,M,1959-09-15 00:00:00
1272,2400,Real Estate,Jinxing Qi,61.0,Hangzhou,Real estate,China,True,Yes,M,1962-03-28 00:00:00
1272,2400,Manufacturing,Qiu Jianping & family,61.0,Hangzhou,Hand tools,China,True,Yes,M,1962-01-28 00:00:00
1272,2400,Diversified,Rajan Raheja & family,68.0,Mumbai,Diversified,India,False,Unknown,M,1954-06-01 00:00:00
1272,2400,Finance & Investments,Matthias Reinhart,63.0,Zurich,Financial services,Switzerland,True,No,M,1960-01-01 00:00:00
1272,2400,Technology,Arnout Schuijff,55.0,Amsterdam,Payments software,Netherlands,True,No,M,1967-10-16 00:00:00
1272,2400,Diversified,Hans Sy,67.0,Manila,Diversified,Philippines,False,No,M,1955-09-29 00:00:00
1272,2400,Diversified,Herbert Sy,66.0,Manila,Diversified,Philippines,False,No,M,1956-10-01 00:00:00
1272,2400,Diversified,Lucio Tan,88.0,Manila,Diversified,Philippines,True,Yes,M,1934-07-17 00:00:00
1272,2400,Technology,Tsai Ming-kai,72.0,Hsinchu,Semiconductors,Taiwan,True,No,M,1950-04-06 00:00:00
1272,2400,Media & Entertainment,Ted Turner,84.0,Atlanta,Cable television,United States,False,Yes,M,1938-11-19 00:00:00
1272,2400,Real Estate,David Walentas,84.0,New York,Real estate,United States,True,Yes,M,1938-08-07 00:00:00
1272,2400,Finance & Investments,Urs Wietlisbach,61.0,Zug,Private equity,Switzerland,True,No,M,1961-08-25 00:00:00
1272,2400,Technology,Jerry Yang,54.0,Los Altos Hills,Yahoo,United States,True,No,M,1968-11-06 00:00:00
1272,2400,Manufacturing,Yang Jianliang & family,53.0,Wuxi,Machinery,China,True,No,M,1969-06-01 00:00:00
1272,2400,Manufacturing,Yang Weidong & family,54.0,Jiaxing,Chemicals,China,True,No,M,1968-09-09 00:00:00
1272,2400,Real Estate,Mortimer Zuckerman,85.0,New York,"Real estate, media",United States,True,No,M,1937-06-04 00:00:00
1312,2300,Finance & Investments,John Armitage,63.0,London,Hedge funds,Ireland,True,No,M,1959-12-01 00:00:00
1312,2300,Energy,Lee Bass,66.0,Fort Worth,"Oil, investments",United States,False,Yes,M,1956-05-24 00:00:00
1312,2300,Technology,John Bicket,43.0,San Francisco,Sensor systems,United States,True,Yes,M,1980-03-20 00:00:00
1312,2300,Technology,Sanjit Biswas,41.0,San Francisco,Sensor systems,United States,True,Yes,M,1982-01-12 00:00:00
1312,2300,Fashion & Retail,Timothy Boyle,73.0,Portland,Columbia Sportswear,United States,True,Unknown,M,1949-09-07 00:00:00
1312,2300,Technology,Morris Chang,91.0,Hsinchu,Semiconductors,Taiwan,True,No,M,1931-07-10 00:00:00
1312,2300,Real Estate,Chao Teng-hsiung,78.0,Taipei,Real estate,Taiwan,True,No,M,1944-10-04 00:00:00
1312,2300,Finance & Investments,Samuel Chen,73.0,,Investments,Taiwan,True,Unknown,M,1950-01-01 00:00:00
1312,2300,Manufacturing,Chu Lam Yiu,53.0,Hong Kong,Flavorings,Hong Kong,True,Unknown,F,1969-12-01 00:00:00
1312,2300,Technology,K. Dinesh,68.0,Bangalore,Software services,India,True,No,M,1954-06-06 00:00:00
1312,2300,Diversified,James Duff,62.0,Hattiesburg,"Tires, diversified",United States,True,Yes,M,1961-03-07 00:00:00
1312,2300,Diversified,Thomas Duff,66.0,Hattiesburg,"Tires, diversified",United States,True,Yes,M,1956-12-31 00:00:00
1312,2300,Technology,Daniel Ek,40.0,Stockholm,Spotify,Sweden,True,No,M,1983-02-21 00:00:00
1312,2300,Fashion & Retail,John Fisher,61.0,San Francisco,Gap,United States,False,No,M,1961-06-01 00:00:00
1312,2300,Fashion & Retail,Georg Haub,61.0,Berlin,Retail,Germany,False,Yes,M,1962-01-01 00:00:00
1312,2300,Construction & Engineering,Erman Ilicak,55.0,Ankara,Construction,Turkey,True,Unknown,M,1967-10-03 00:00:00
1312,2300,Finance & Investments,Justin Ishbia,45.0,Chicago,Private equity,United States,False,Yes,M,1977-09-18 00:00:00
1312,2300,Technology,Long Jiang,49.0,Weifang,Manufacturing,China,True,Yes,M,1974-02-01 00:00:00
1312,2300,Finance & Investments,Bruce Karsh,67.0,Los Angeles,Private equity,United States,True,Yes,M,1955-10-10 00:00:00
1312,2300,Technology,Bom Kim,44.0,Seoul,Online retailing,United States,True,No,M,1978-10-01 00:00:00
1312,2300,Food & Beverage,Jianping Lai,,Foshan,Soy sauce,China,True,No,M,
1312,2300,Healthcare,Lam Kong,58.0,Hong Kong,Pharmaceuticals,China,True,No,M,1964-06-15 00:00:00
1312,2300,Finance & Investments,Stephen Lansdown,70.0,St. Peter Port,Financial services,Guernsey,True,No,M,1952-08-30 00:00:00
1312,2300,Fashion & Retail,Kevin David Lehmann,20.0,,Drugstores,Germany,False,No,M,2002-09-01 00:00:00
1312,2300,Food & Beverage,Li Haiyan,,Chengdu,Restaurants,China,True,Yes,F,
1312,2300,Finance & Investments,Hua Li,45.0,Shenzhen,Financial services,China,True,Yes,M,1978-01-01 00:00:00
1312,2300,Gambling & Casinos,Lim Kok Thay,71.0,Kuala Lumpur,Casinos,Malaysia,False,Yes,M,1951-08-16 00:00:00
1312,2300,Food & Beverage,Kishore Mariwala,88.0,Mumbai,Consumer goods,India,False,No,M,1935-02-14 00:00:00
1312,2300,Food & Beverage,Clayton Mathile,82.0,Brookville,Pet food,United States,True,Unknown,M,1941-01-11 00:00:00
1312,2300,Fashion & Retail,Mi Enhua,65.0,Urumqi,Retail,China,True,No,M,1958-04-01 00:00:00
1312,2300,Food & Beverage,Vadim Moshkovich,55.0,Moscow,"Agriculture, land",Russia,True,Yes,M,1967-04-06 00:00:00
1312,2300,Food & Beverage,David Murdock,99.0,Ventura,"Dole, real estate",United States,True,Unknown,M,1923-04-10 00:00:00
1312,2300,Fashion & Retail,David Nahmad,75.0,New York,Art collection,Monaco,True,Yes,M,1947-04-14 00:00:00
1312,2300,Finance & Investments,Lirio Parisotto,69.0,Manaus,Investments,Brazil,True,No,M,1953-12-18 00:00:00
1312,2300,Food & Beverage,Augusto Perfetti,,Lugano,Candy,Italy,False,Yes,M,
1312,2300,Food & Beverage,Giorgio Perfetti,,Lugano,Candy,Italy,False,Yes,M,
1312,2300,Fashion & Retail,Alberto Prada,69.0,Milan,Luxury goods,Italy,False,Yes,M,1954-02-21 00:00:00
1312,2300,Fashion & Retail,Marina Prada,77.0,Milan,Luxury goods,Italy,False,Yes,F,1945-07-14 00:00:00
1312,2300,Diversified,Filiz Sahenk,56.0,Istanbul,Diversified,Turkey,False,Yes,F,1967-02-14 00:00:00
1312,2300,Food & Beverage,Richard Sands,72.0,Delray Beach,Liquor,United States,False,Yes,M,1951-03-03 00:00:00
1312,2300,Finance & Investments,Stephan Schmidheiny,75.0,Hurden,Investments,Switzerland,False,Unknown,M,1947-10-29 00:00:00
1312,2300,Healthcare,Alberto Siccardi & family,78.0,Lugano,Medical devices,Switzerland,False,No,M,1944-05-01 00:00:00
1312,2300,Real Estate,Stefan Soloviev,47.0,Delray Beach,"Real estate, grains",United States,False,Unknown,M,1975-05-21 00:00:00
1312,2300,Fashion & Retail,Tang Yiu,89.0,Hong Kong,Fashion retail,Hong Kong,True,No,M,1934-04-01 00:00:00
1312,2300,Technology,Tian Ming,69.0,Hefei,Measuring instruments,China,True,Yes,M,1953-12-20 00:00:00
1312,2300,Finance & Investments,T.Y. Tsai,70.0,Taipei,Finance,Taiwan,False,No,M,1953-01-01 00:00:00
1312,2300,Technology,Jayshree Ullal,62.0,Saratoga,Computer networking,United States,True,Yes,F,1961-03-27 00:00:00
1312,2300,Finance & Investments,Georg von Opel,56.0,London,"Real estate, investments",Switzerland,False,Yes,M,1966-05-04 00:00:00
1312,2300,Real Estate,Lang Walker,77.0,Sydney,Real estate,Australia,True,Yes,M,1945-07-05 00:00:00
1312,2300,Manufacturing,Xicheng Wang & family,74.0,Zhaoyuan,Tires,China,True,No,M,1948-11-01 00:00:00
1312,2300,Real Estate,Wang Zhenhua,61.0,Shanghai,Real estate,China,True,No,M,1962-03-01 00:00:00
1312,2300,Food & Beverage,Paul-Heinz Wesjohann & family,79.0,Rechterfeld,Chicken processing,Germany,True,No,M,1943-05-25 00:00:00
1312,2300,Fashion & Retail,Xie Bingkun & family,56.0,Fuzhou,Pearlescent pigments,China,True,Yes,M,1966-08-25 00:00:00
1312,2300,Manufacturing,Xu Shugen,57.0,Hangzhou,"Construction, mining machinery",China,True,Yes,M,1965-06-12 00:00:00
1312,2300,Healthcare,Christoph Zeller,65.0,Vaduz,Dental materials,Liechtenstein,False,Unknown,M,1957-05-04 00:00:00
1312,2300,Manufacturing,Zhang Jingzhang & family,87.0,Ningbo,Precision machinery,China,True,Yes,M,1936-01-01 00:00:00
1368,2200,Real Estate,George Argyros & family,86.0,Newport Beach,"Real estate, investments",United States,True,No,M,1937-02-04 00:00:00
1368,2200,Finance & Investments,Brian Armstrong,40.0,San Francisco,Cryptocurrency,United States,True,No,M,1983-01-25 00:00:00
1368,2200,Energy,Albert Avdolyan,52.0,Moscow,"Oil, mining",Russia,True,Unknown,M,1970-11-08 00:00:00
1368,2200,Diversified,Sezai Bacaksiz,73.0,Ankara,Diversified,Turkey,True,Yes,M,1949-07-27 00:00:00
1368,2200,Technology,Aneel Bhusri,57.0,San Francisco,Business software,United States,True,No,M,1966-02-04 00:00:00
1368,2200,Fashion & Retail,Brett Blundy,63.0,Paradise Island,"Retail, agribusiness",Australia,True,Unknown,M,1960-01-17 00:00:00
1368,2200,Finance & Investments,J. Hyatt Brown,85.0,Ormond Beach,Insurance,United States,False,No,M,1937-07-12 00:00:00
1368,2200,Finance & Investments,Chen Jinxia,55.0,Shanghai,Investments,China,False,No,F,1968-03-28 00:00:00
1368,2200,Healthcare,Chen Xueli,71.0,Weihai,Pharmaceuticals,China,True,Yes,M,1951-10-01 00:00:00
1368,2200,Finance & Investments,Dermot Desmond,72.0,Dublin,Finance,Ireland,True,Yes,M,1950-07-01 00:00:00
1368,2200,Healthcare,Dong Wei,52.0,Lianyungang,Pharmaceuticals,China,True,No,M,1971-01-01 00:00:00
1368,2200,Fashion & Retail,Tom Ford,61.0,Los Angeles,Fashion,United States,True,Unknown,M,1961-08-27 00:00:00
1368,2200,Food & Beverage,Fu Guangming & family,69.0,Nanping,Poultry,China,True,Yes,M,1953-10-02 00:00:00
1368,2200,Finance & Investments,Noam Gottesman,61.0,New York,Hedge funds,United States,True,No,M,1961-05-24 00:00:00
1368,2200,Finance & Investments,Jeffrey Gundlach,64.0,Los Angeles,Investments,United States,True,Unknown,M,1959-01-01 00:00:00
1368,2200,Healthcare,Hao Hong,67.0,Tianjin,Pharmaceuticals,United States,True,No,M,1956-01-01 00:00:00
1368,2200,Automotive,Shmuel Harlap,78.0,Tel Aviv,Automotive,Israel,False,Yes,M,1944-11-13 00:00:00
1368,2200,Technology,Hans-Werner Hector,83.0,Weinheim,SAP,Germany,True,No,M,1940-01-17 00:00:00
1368,2200,Healthcare,Lutz Mario Helmig & family,76.0,Grebenhain,Hospitals,Germany,True,Yes,M,1946-08-29 00:00:00
1368,2200,Real Estate,Chulong Huang,64.0,Shenzhen,Real estate,Canada,True,No,M,1959-01-01 00:00:00
1368,2200,Finance & Investments,Thomas James,80.0,Saint Petersburg,Finance,United States,False,Yes,M,1942-05-10 00:00:00
1368,2200,Fashion & Retail,James Jannard,73.0,San Juan Islands,Sunglasses,United States,True,No,M,1949-06-08 00:00:00
1368,2200,Automotive,Willis Johnson,75.0,Franklin,Damaged cars,United States,True,Yes,M,1947-05-26 00:00:00
1368,2200,Fashion & Retail,Lai Shixian,48.0,Quanzhou,Sports apparel,China,True,Yes,M,1975-01-01 00:00:00
1368,2200,Finance & Investments,Chris Larsen,62.0,San Francisco,Cryptocurrency,United States,True,No,M,1960-06-15 00:00:00
1368,2200,Fashion & Retail,Solomon Lew,78.0,Melbourne,Retail,Australia,True,No,M,1945-03-22 00:00:00
1368,2200,Diversified,Liang Xinjun,54.0,Singapore,Conglomerate,Singapore,True,Unknown,M,1968-10-01 00:00:00
1368,2200,Diversified,Harald Link,68.0,Bangkok,Diversified,Thailand,False,Yes,M,1955-01-12 00:00:00
1368,2200,Technology,Max Lytvyn,43.0,San Francisco,Software,Canada,True,No,M,1980-01-01 00:00:00
1368,2200,Energy,Igor Makarov,60.0,Miami,Investments,Cyprus,True,Yes,M,1962-04-15 00:00:00
1368,2200,Finance & Investments,Howard Marks,76.0,New York,Private equity,United States,True,Unknown,M,1946-04-23 00:00:00
1368,2200,Finance & Investments,Charles Munger,99.0,Los Angeles,Berkshire Hathaway,United States,True,No,M,1924-01-01 00:00:00
1368,2200,Real Estate,Adam Neumann,44.0,Miami,WeWork,Israel,True,Yes,M,1979-04-01 00:00:00
1368,2200,Diversified,Thi Phuong Thao Nguyen,52.0,Ho Chi Minh City,Airlines,Vietnam,True,No,F,1970-06-07 00:00:00
1368,2200,Food & Beverage,Ni Yongpei & family,71.0,Liuan,Beverages,China,True,No,M,1952-01-23 00:00:00
1368,2200,Manufacturing,Heloise Pratt,60.0,Melbourne,"Manufacturing, investment",Australia,False,No,F,1962-09-13 00:00:00
1368,2200,Technology,Qi Xiangdong,52.0,Beijing,Software,China,True,Yes,M,1970-10-01 00:00:00
1368,2200,Technology,Phillip T. (Terry) Ragon,73.0,Boston,Health IT,United States,True,Yes,M,1949-06-01 00:00:00
1368,2200,Healthcare,Prathap Reddy,91.0,Chennai,Healthcare,India,True,No,M,1932-02-05 00:00:00
1368,2200,Sports,Jerry Reinsdorf,87.0,Chicago,Sports teams,United States,True,Yes,M,1936-02-25 00:00:00
1368,2200,Technology,Chad Richison,52.0,Edmond,Payroll processing,United States,True,No,M,1970-10-10 00:00:00
1368,2200,Fashion & Retail,"Karl Scheufele, III. & family",84.0,Geneva,Jewelry,Switzerland,True,Yes,M,1939-01-01 00:00:00
1368,2200,Healthcare,Alice Schwartz,96.0,El Cerrito,Biotech,United States,True,Yes,F,1926-07-02 00:00:00
1368,2200,Technology,Alex Shevchenko,43.0,,Software,Canada,True,No,M,1980-01-01 00:00:00
1368,2200,Technology,Kavitark Ram Shriram,66.0,Menlo Park,"Venture capital, Google",United States,True,No,M,1957-01-21 00:00:00
1368,2200,Real Estate,Jeffrey Soffer,55.0,Aventura,Real estate,United States,False,Unknown,M,1967-12-13 00:00:00
1368,2200,Technology,William Stone,67.0,East Lyme,Software,United States,True,No,M,1955-04-09 00:00:00
1368,2200,Finance & Investments,Henry Swieca,65.0,New York,Hedge funds,United States,True,Yes,M,1957-05-09 00:00:00
1368,2200,Diversified,Harley Sy,63.0,Manila,Diversified,Philippines,False,No,M,1959-06-01 00:00:00
1368,2200,Diversified,Teresita Sy-Coson,72.0,Manila,Diversified,Philippines,False,No,F,1950-10-01 00:00:00
1368,2200,Real Estate,Katsumi Tada,77.0,Tokyo,Real estate,Japan,True,No,M,1945-07-12 00:00:00
1368,2200,Manufacturing,Tang Jinkui & family,67.0,Suzhou,"Textiles, petrochemicals",China,True,No,M,1955-09-19 00:00:00
1368,2200,Technology,Tang Xiao'ou,55.0,Shanghai,Software,Hong Kong,True,No,M,1968-01-01 00:00:00
1368,2200,Fashion & Retail,Lottie Tham & family,73.0,Stockholm,H&M,Sweden,False,No,F,1949-04-18 00:00:00
1368,2200,Healthcare,Shamsheer Vayalil,46.0,Abu Dhabi,Healthcare,India,False,Unknown,M,1977-01-11 00:00:00
1368,2200,Technology,Radha Vembu,50.0,Chennai,Business software,India,False,Yes,F,1972-12-24 00:00:00
1368,2200,Fashion & Retail,Wang Wenmo,66.0,Quanzhou,Sports apparel,China,True,Yes,M,1957-01-01 00:00:00
1368,2200,Service,Wang Zhenghua,78.0,Shanghai,Budget airline,China,True,Yes,M,1944-04-25 00:00:00
1368,2200,Food & Beverage,David Wertheim,65.0,,Coca-Cola Israel,Israel,False,No,M,1958-01-01 00:00:00
1368,2200,Energy,Kai Wu,55.0,Ningde,Batteries,China,True,No,M,1968-01-01 00:00:00
1368,2200,Food & Beverage,Xu Yingzhuo,55.0,Guangzhou,Agribusiness,China,True,No,M,1968-01-01 00:00:00
1368,2200,Manufacturing,Yeung Kin-man,59.0,Hong Kong,Electronics,Hong Kong,True,No,M,1964-04-01 00:00:00
1368,2200,Logistics,Huijiao Yu,57.0,Shanghai,Package delivery,China,True,No,M,1966-04-01 00:00:00
1368,2200,Finance & Investments,Oren Zeev,58.0,Los Altos,Investments,Israel,True,No,M,1964-09-23 00:00:00
1368,2200,Manufacturing,Clayton Zekelman,54.0,Windsor,Steel,Canada,False,Yes,M,1969-01-01 00:00:00
1368,2200,Energy,Zhao Fenggang,57.0,Ningde,Batteries,China,True,No,M,1966-01-01 00:00:00
1434,2100,Metals & Mining,Alex Beard,55.0,London,"Mining, commodities",United Kingdom,True,No,M,1967-08-03 00:00:00
1434,2100,Food & Beverage,Travis Boersma,52.0,Grants Pass,Coffee,United States,True,No,M,1971-01-01 00:00:00
1434,2100,Construction & Engineering,Martin Bouygues,,Paris,"Construction, media",France,False,Yes,M,
1434,2100,Construction & Engineering,Olivier Bouygues,72.0,,"Construction, media",France,False,Yes,M,1950-09-14 00:00:00
1434,2100,Gambling & Casinos,William Boyd & family,91.0,Las Vegas,"Casinos, banking",United States,True,No,M,1931-11-04 00:00:00
1434,2100,Food & Beverage,Anand Burman,70.0,Delhi,Consumer goods,India,False,No,M,1952-05-05 00:00:00
1434,2100,Manufacturing,Cao Ji,71.0,Hangzhou,Manufacturing,China,True,No,M,1952-01-01 00:00:00
1434,2100,Technology,Bruce Cheng,86.0,Taipei,Electronics,Taiwan,True,Unknown,M,1936-11-03 00:00:00
1434,2100,Technology,Chi Yufeng,52.0,Beijing,Software,China,False,Yes,M,1971-01-01 00:00:00
1434,2100,Energy,Daniel Chiu,62.0,Hong Kong,Oil & gas,Hong Kong,True,Yes,M,1960-11-30 00:00:00
1434,2100,Healthcare,Beda Diethelm,82.0,Zurich,Hearing aids,Switzerland,True,No,M,1941-01-01 00:00:00
1434,2100,Fashion & Retail,Domenico Dolce,64.0,Milan,Luxury goods,Italy,True,Yes,M,1958-08-13 00:00:00
1434,2100,Technology,Ralph Dommermuth,59.0,Montabaur,Internet service provider,Germany,True,No,M,1963-11-19 00:00:00
1434,2100,Diversified,Georgi Domuschiev,50.0,London,"Animal health, investments",Bulgaria,True,Yes,M,1972-08-06 00:00:00
1434,2100,Diversified,Kiril Domuschiev,53.0,London,"Animal health, investments",Bulgaria,True,Yes,M,1969-04-18 00:00:00
1434,2100,Real Estate,Bob Ell,78.0,Surfers Paradise,Real estate,Australia,True,Unknown,M,1944-12-22 00:00:00
1434,2100,Energy,Paul Foster,65.0,El Paso,Oil refining,United States,True,Yes,M,1957-10-08 00:00:00
1434,2100,Fashion & Retail,Stefano Gabbana,60.0,Milan,Luxury goods,Italy,True,Yes,M,1962-11-14 00:00:00
1434,2100,Manufacturing,Xingjiang Gao,59.0,Huzhou,Steel,China,True,No,M,1963-11-01 00:00:00
1434,2100,Energy,Gordon Getty,89.0,San Francisco,Getty Oil,United States,False,Unknown,M,1933-12-20 00:00:00
1434,2100,Energy,Kamal Ghaffarian,64.0,Naples,"Space, energy",United States,True,Unknown,M,1958-04-28 00:00:00
1434,2100,Healthcare,Dennis Gillings,78.0,Durham,Clinical trials,United Kingdom,True,Unknown,M,1944-04-25 00:00:00
1434,2100,Diversified,Harsh Goenka,65.0,Mumbai,Diversified,India,False,Unknown,M,1957-12-10 00:00:00
1434,2100,Diversified,Sanjiv Goenka,62.0,Kolkata,Diversified,India,False,No,M,1961-01-29 00:00:00
1434,2100,Real Estate,Jane Goldman,67.0,New York,Real estate,United States,False,No,F,1955-07-29 00:00:00
1434,2100,Fashion & Retail,Stein Erik Hagen,66.0,Oslo,Consumer goods,Norway,True,No,M,1956-07-22 00:00:00
1434,2100,Real Estate,Bahaa Hariri,56.0,Geneva,"Real estate, investments",Lebanon,False,Unknown,M,1966-04-26 00:00:00
1434,2100,Fashion & Retail,Hortensia Herrero,72.0,Valencia,Supermarkets,Spain,False,No,F,1950-05-20 00:00:00
1434,2100,Diversified,Douglas Hsu,80.0,Taipei,Diversified,Taiwan,False,No,M,1942-08-24 00:00:00
1434,2100,Manufacturing,Huang Min,49.0,Suzhou,Machinery,China,True,Yes,M,1973-07-01 00:00:00
1434,2100,Technology,Jared Isaacman,40.0,Easton,Payment processing,United States,True,Yes,M,1983-02-11 00:00:00
1434,2100,Technology,Eugene Kaspersky,57.0,Moscow,Software,Russia,True,Yes,M,1965-10-04 00:00:00
1434,2100,Fashion & Retail,Artem Khachatryan,48.0,Limassol,Retail,Russia,True,Unknown,M,1975-01-03 00:00:00
1434,2100,Food & Beverage,Andrei Krivenko,47.0,Moscow,Retail,Russia,True,Unknown,M,1975-07-25 00:00:00
1434,2100,Real Estate,Thomas Kwok,71.0,Hong Kong,Real estate,Hong Kong,False,Yes,M,1951-10-06 00:00:00
1434,2100,Manufacturing,Lam Wai-ying,,Hong Kong,Smartphone screens,Hong Kong,True,No,F,
1434,2100,Finance & Investments,Marc Lasry,62.0,New York,Hedge funds,United States,True,Yes,M,1960-09-23 00:00:00
1434,2100,Finance & Investments,Christian Latouche & family,82.0,Lyon,Accounting services,France,True,No,M,1940-07-18 00:00:00
1434,2100,Sports,Theodore Leonsis,67.0,Bethesda,Sports teams,United States,True,Yes,M,1956-01-08 00:00:00
1434,2100,Real Estate,Lin Chang Su-O,82.0,Taipei,Real estate,Taiwan,False,No,F,1940-08-01 04:00:00
1434,2100,Manufacturing,Liu Chengyu & family,60.0,Shenzhen,Power supply equipment,China,True,Yes,M,1962-07-26 00:00:00
1434,2100,Fashion & Retail,Sergey Lomakin,49.0,Paphos,Retail,Russia,True,Unknown,M,1973-05-23 00:00:00
1434,2100,Food & Beverage,Daniel Lubetzky,54.0,New York,Snack bars,United States,True,No,M,1968-09-28 00:00:00
1434,2100,Technology,Melissa Ma,,Beijing,Internet search,China,True,Yes,F,
1434,2100,Diversified,Anand Mahindra,67.0,Mumbai,Diversified,India,False,Yes,M,1955-05-01 00:00:00
1434,2100,Fashion & Retail,Rafique Malik,72.0,Mumbai,Footwear,India,False,Yes,M,1950-10-31 00:00:00
1434,2100,Diversified,Katarina Martinson,41.0,Stockholm,Investments,Sweden,False,Yes,F,1981-05-04 00:00:00
1434,2100,Healthcare,Kiran Mazumdar-Shaw,70.0,Bangalore,Biopharmaceuticals,India,True,No,F,1953-03-23 00:00:00
1434,2100,Automotive,Nirmal Minda,65.0,Gurgaon,Auto parts,India,False,No,M,1957-11-07 00:00:00
1434,2100,Technology,Mu Rongjun,43.0,Beijing,E-commerce,China,True,No,M,1980-01-01 00:00:00
1434,2100,Manufacturing,Eugene Murtagh,80.0,Kingscourt,Building materials,Ireland,True,No,M,1942-06-23 00:00:00
1434,2100,Finance & Investments,Alexander Nesis,60.0,Moscow,"Metals, banking, fertilizers",Russia,True,Yes,M,1962-12-19 00:00:00
1434,2100,Manufacturing,Zugen Ni,66.0,Suzhou,Appliances,China,True,Yes,M,1957-01-18 00:00:00
1434,2100,Construction & Engineering,Florentino Perez,76.0,Madrid,Construction,Spain,True,Yes,M,1947-03-08 00:00:00
1434,2100,Metals & Mining,Victor Pinchuk,62.0,Kiev,"Steel pipes, diversified",Ukraine,True,Yes,M,1960-12-14 00:00:00
1434,2100,Technology,Leonid Radvinsky,40.0,,E-commerce,United States,True,Yes,M,1982-05-30 00:00:00
1434,2100,Technology,Raveendran Byju,41.0,Bangalore,Education technology,India,True,No,M,1981-07-06 00:00:00
1434,2100,Construction & Engineering,P.P. Reddy,65.0,Hyderabad,Infrastructure,India,True,Yes,M,1957-08-30 00:00:00
1434,2100,Fashion & Retail,Richard Saghian,41.0,Los Angeles,Fast fashion,United States,True,Yes,M,1981-08-06 00:00:00
1434,2100,Healthcare,Shi Yifeng,49.0,Beijing,Medical cosmetics,China,True,Yes,M,1974-01-01 00:00:00
1434,2100,Finance & Investments,Thaksin Shinawatra,73.0,Dubai,Investments,Thailand,True,Yes,M,1949-07-26 00:00:00
1434,2100,Food & Beverage,Shu Ping,53.0,Singapore,Restaurants,Singapore,True,Yes,F,
1434,2100,Healthcare,Timothy Springer,75.0,Chestnut Hill,Biotech,United States,True,Unknown,M,1948-02-23 00:00:00
1434,2100,Automotive,Venu Srinivasan,70.0,Chennai,Two-wheelers,India,False,Yes,M,1952-12-11 00:00:00
1434,2100,Fashion & Retail,Edward Stack,68.0,Sewickley,Dick's Sporting Goods,United States,True,Yes,M,1954-12-27 00:00:00
